,language_pair,split,threshold_strategy,exp_group,threshold,MCC,precision,recall,f1,accuracy
0,en-cs,dev,best,train_monolingual_auth_data,0.6139999999999997,0.4859867811203003,0.5754934310913086,0.5587499976158142,0.5669294476509095,0.8633999943733215
1,en-cs,dev,default,train_monolingual_auth_data,0.5,0.4730608880519867,0.517552125453949,0.6162500023841858,0.5624428749084472,0.8466000080108642
2,en-cs,dev,extreme,train_monolingual_auth_data,0.1,0.3773801505565643,0.3204269349575043,0.8587500095367432,0.4654556214809418,0.6815999984741211
3,en-cs,test,best,train_monolingual_auth_data,0.6139999999999997,0.46115316152572633,0.5682772874832154,0.5555555701255799,0.5616942763328552,0.8361999988555908
4,en-cs,test,default,train_monolingual_auth_data,0.5,0.4628856062889099,0.5324851870536804,0.6137566208839417,0.5700754523277283,0.825
5,en-cs,test,extreme,train_monolingual_auth_data,0.1,0.4109001100063324,0.3653630793094635,0.8814814925193787,0.514945387840271,0.6835999965667725
6,en-de,dev,best,train_monolingual_auth_data,0.422,0.48356162905693056,0.6857212781906128,0.5508896887302399,0.6064467787742615,0.8003999948501587
7,en-de,dev,default,train_monolingual_auth_data,0.5,0.478723806142807,0.7056448936462403,0.5131672620773315,0.5941098809242249,0.8029999971389771
8,en-de,dev,extreme,train_monolingual_auth_data,0.1,0.42941938042640687,0.504991614818573,0.7679715275764465,0.6077869176864624,0.7212000131607056
9,en-de,test,best,train_monolingual_auth_data,0.422,0.4929832696914673,0.679443073272705,0.5833333253860473,0.6207634687423706,0.798199999332428
10,en-de,test,default,train_monolingual_auth_data,0.5,0.4759949862957001,0.705298912525177,0.5159722328186035,0.5958526492118835,0.7983999967575073
11,en-de,test,extreme,train_monolingual_auth_data,0.1,0.5180342853069305,0.5536306917667388,0.8444444298744201,0.6673454523086548,0.7568000078201294
12,en-zh,dev,best,train_monolingual_auth_data,0.47000000000000003,0.37919914722442627,0.47156702280044555,0.46241135001182554,0.46504335999488833,0.850000011920929
13,en-zh,dev,default,train_monolingual_auth_data,0.5,0.3762794017791748,0.4742240309715271,0.45390071272850036,0.460808002948761,0.8503999948501587
14,en-zh,dev,extreme,train_monolingual_auth_data,0.1,0.3396148681640625,0.36361564993858336,0.5801418423652649,0.44075916409492494,0.7902000069618225
15,en-zh,test,best,train_monolingual_auth_data,0.47000000000000003,0.28697165846824646,0.4231410324573517,0.3620253145694733,0.3890752255916595,0.8209999918937683
16,en-zh,test,default,train_monolingual_auth_data,0.5,0.2874911904335022,0.4268553853034973,0.35822784900665283,0.38782368302345277,0.8222000002861023
17,en-zh,test,extreme,train_monolingual_auth_data,0.1,0.309576016664505,0.37169198989868163,0.520253163576126,0.42619022727012634,0.7819999933242798
