,threshold,MCC,precision,recall,f1,accuracy,threshold_strategy,language_pair,split,seed,model_type,exp_group
2,0.5699999999999997,0.48646053671836853,0.5732483863830566,0.5625,0.5678233504295349,0.8629999756813049,best,en-cs,dev,42,supervised,train_monolingual_auth_data
7,0.5,0.47218114137649536,0.5307262539863586,0.59375,0.5604719519615173,0.8510000109672546,default,en-cs,dev,42,supervised,train_monolingual_auth_data
12,0.1,0.3867720663547516,0.3269689679145813,0.856249988079071,0.47322970628738403,0.6949999928474426,extreme,en-cs,dev,42,supervised,train_monolingual_auth_data
17,0.5699999999999997,0.46505609154701233,0.5698924660682678,0.5608465671539307,0.5653333067893982,0.8370000123977661,best,en-cs,test,42,supervised,train_monolingual_auth_data
22,0.5,0.4593089520931244,0.5246636867523193,0.6190476417541504,0.5679611563682556,0.8220000267028809,default,en-cs,test,89,supervised,train_monolingual_auth_data
27,0.1,0.41276103258132935,0.3702031672000885,0.8677248954772949,0.5189873576164246,0.6959999799728394,extreme,en-cs,test,107,supervised,train_monolingual_auth_data
32,0.5300000000000001,0.4829343557357788,0.727748692035675,0.49466192722320557,0.5889830589294434,0.8059999942779541,best,en-de,dev,2710,supervised,train_monolingual_auth_data
37,0.5,0.4797207713127136,0.6930232644081116,0.5302491188049316,0.600806474685669,0.8019999861717224,default,en-de,dev,89,supervised,train_monolingual_auth_data
42,0.1,0.42834141850471497,0.5148515105247498,0.7402135133743286,0.607299268245697,0.7310000061988831,extreme,en-de,dev,2710,supervised,train_monolingual_auth_data
47,0.5399999999999998,0.4723599851131439,0.7253885865211487,0.4861111044883728,0.5821205973625183,0.7990000247955322,best,en-de,test,42,supervised,train_monolingual_auth_data
52,0.5,0.4775404632091522,0.7061611413955688,0.5173611044883728,0.5971943736076355,0.7990000247955322,default,en-de,test,2710,supervised,train_monolingual_auth_data
57,0.1,0.5258613228797913,0.5496688485145569,0.8645833134651184,0.6720647811889648,0.7570000290870667,extreme,en-de,test,107,supervised,train_monolingual_auth_data
62,0.5,0.38077428936958313,0.4680851101875305,0.4680851101875305,0.4680851101875305,0.8500000238418579,best,en-zh,dev,89,supervised,train_monolingual_auth_data
67,0.5,0.37398475408554077,0.4583333432674408,0.4680851101875305,0.46315789222717285,0.847000002861023,default,en-zh,dev,928,supervised,train_monolingual_auth_data
72,0.1,0.35049447417259216,0.42580646276474,0.4680851101875305,0.44594594836235046,0.8360000252723694,extreme,en-zh,dev,42,supervised,train_monolingual_auth_data
77,0.5,0.2803061306476593,0.41791045665740967,0.3544303774833679,0.3835616409778595,0.8199999928474426,best,en-zh,test,89,supervised,train_monolingual_auth_data
82,0.5,0.2803061306476593,0.41791045665740967,0.3544303774833679,0.3835616409778595,0.8199999928474426,default,en-zh,test,89,supervised,train_monolingual_auth_data
87,0.1,0.32084497809410095,0.37899544835090637,0.5253164768218994,0.4403183162212372,0.7889999747276306,extreme,en-zh,test,89,supervised,train_monolingual_auth_data
