,threshold,MCC,precision,recall,f1,accuracy,threshold_strategy,language_pair,split,seed,model_type,exp_group
1,0.6299999999999997,0.4939705431461334,0.5894039869308472,0.5562499761581421,0.5723472833633423,0.8669999837875366,best,en-cs,dev,2710,supervised,train_monolingual_auth_data
6,0.5,0.47852328419685364,0.5153061151504517,0.6312500238418579,0.567415714263916,0.8460000157356262,default,en-cs,dev,89,supervised,train_monolingual_auth_data
5,0.1,0.39560410380363464,0.3456464409828186,0.8187500238418579,0.48608535528182983,0.7229999899864197,extreme,en-cs,dev,928,supervised,train_monolingual_auth_data
19,0.5999999999999996,0.46942219138145447,0.5612244606018066,0.5820105671882629,0.5714285969734192,0.8349999785423279,best,en-cs,test,928,supervised,train_monolingual_auth_data
24,0.5,0.47186389565467834,0.5539215803146362,0.5978835821151733,0.5750635862350464,0.8330000042915344,default,en-cs,test,42,supervised,train_monolingual_auth_data
20,0.1,0.4331218898296356,0.39798489212989807,0.8359788656234741,0.5392491221427917,0.7300000190734863,extreme,en-cs,test,928,supervised,train_monolingual_auth_data
34,0.28,0.48994553089141846,0.6376811861991882,0.626334547996521,0.631956934928894,0.7950000166893005,best,en-de,dev,107,supervised,train_monolingual_auth_data
30,0.5,0.48340481519699097,0.7128713130950928,0.5124555230140686,0.5962733030319214,0.8050000071525574,default,en-de,dev,928,supervised,train_monolingual_auth_data
41,0.1,0.4394649863243103,0.5409836173057556,0.7046263217926025,0.6120556592941284,0.7490000128746033,extreme,en-de,dev,89,supervised,train_monolingual_auth_data
55,0.28,0.5319602489471436,0.642405092716217,0.7048611044883728,0.6721854209899902,0.8019999861717224,best,en-de,test,107,supervised,train_monolingual_auth_data
51,0.5,0.4841794967651367,0.7184466123580933,0.5138888955116272,0.5991902947425842,0.8019999861717224,default,en-de,test,42,supervised,train_monolingual_auth_data
47,0.1,0.5339750647544861,0.5762711763381958,0.8263888955116272,0.6790299415588379,0.7749999761581421,extreme,en-de,test,2710,supervised,train_monolingual_auth_data
64,0.44,0.3930676281452179,0.5321100950241089,0.41134750843048096,0.46399998664855957,0.8659999966621399,best,en-zh,dev,42,supervised,train_monolingual_auth_data
63,0.5,0.3920905292034149,0.5436893105506897,0.39716312289237976,0.4590163826942444,0.8679999709129333,default,en-zh,dev,42,supervised,train_monolingual_auth_data
74,0.1,0.3615454435348511,0.3910891115665436,0.5602836608886719,0.46064141392707825,0.8149999976158142,extreme,en-zh,dev,2710,supervised,train_monolingual_auth_data
88,0.5300000000000001,0.3255181610584259,0.4331210255622864,0.4303797483444214,0.4317460358142853,0.8209999799728394,best,en-zh,test,107,supervised,train_monolingual_auth_data
87,0.5,0.328977108001709,0.43396225571632385,0.43670886754989624,0.43533122539520264,0.8209999799728394,default,en-zh,test,107,supervised,train_monolingual_auth_data
89,0.1,0.33507826924324036,0.3333333432674408,0.6898733973503113,0.44948452711105347,0.7329999804496765,extreme,en-zh,test,107,supervised,train_monolingual_auth_data
