,threshold,MCC,precision,recall,f1,accuracy,threshold_strategy,language_pair,split,seed,model_type,exp_group
4,0.54,0.49451446533203125,0.6056337952613831,0.5375000238418579,0.5695364475250244,0.8700000047683716,best,en-cs,dev,107,supervised,train_multilingual_auth_demetr_data_single
3,0.5,0.48635223507881165,0.5827814340591431,0.550000011920929,0.5659164190292358,0.8650000095367432,default,en-cs,dev,107,supervised,train_multilingual_auth_demetr_data_single
14,0.1,0.4393973648548126,0.42965778708457947,0.706250011920929,0.5342789888381958,0.8029999732971191,extreme,en-cs,dev,42,supervised,train_multilingual_auth_demetr_data_single
19,0.49,0.4235520362854004,0.5732483863830566,0.4761904776096344,0.5202311873435974,0.8339999914169312,best,en-cs,test,2710,supervised,train_multilingual_auth_demetr_data_single
24,0.5,0.4229797422885895,0.5562130212783813,0.49735450744628906,0.5251396894454956,0.8299999833106995,default,en-cs,test,107,supervised,train_multilingual_auth_demetr_data_single
26,0.1,0.46369266510009766,0.44477611780166626,0.7883597612380981,0.5687022805213928,0.7739999890327454,extreme,en-cs,test,107,supervised,train_multilingual_auth_demetr_data_single
43,0.5,0.4944872558116913,0.7227723002433777,0.5195729732513428,0.6045548915863037,0.8090000152587891,best,en-de,dev,2710,supervised,train_multilingual_auth_demetr_data_single
42,0.5,0.4944872558116913,0.7227723002433777,0.5195729732513428,0.6045548915863037,0.8090000152587891,default,en-de,dev,2710,supervised,train_multilingual_auth_demetr_data_single
35,0.1,0.47385039925575256,0.590062141418457,0.6761565804481506,0.6301824450492859,0.7770000100135803,extreme,en-de,dev,89,supervised,train_multilingual_auth_demetr_data_single
46,0.18,0.519127607345581,0.5967302322387695,0.7604166865348816,0.6687023043632507,0.7829999923706055,best,en-de,test,107,supervised,train_multilingual_auth_demetr_data_single
57,0.5,0.4728780686855316,0.7230769395828247,0.4895833432674408,0.5838509202003479,0.7990000247955322,default,en-de,test,42,supervised,train_multilingual_auth_demetr_data_single
47,0.1,0.5009161829948425,0.5444191098213196,0.8298611044883728,0.6574965715408325,0.7509999871253967,extreme,en-de,test,107,supervised,train_multilingual_auth_demetr_data_single
73,0.53,0.34539294242858887,0.4533333480358124,0.3541666567325592,0.3976608216762543,0.8970000147819519,best,en-ja,dev,2710,supervised,train_multilingual_auth_demetr_data_single
72,0.5,0.33880215883255005,0.44155845046043396,0.3541666567325592,0.39306357502937317,0.8949999809265137,default,en-ja,dev,2710,supervised,train_multilingual_auth_demetr_data_single
74,0.1,0.28087636828422546,0.2884615361690521,0.46875,0.3571428656578064,0.8379999995231628,extreme,en-ja,dev,2710,supervised,train_multilingual_auth_demetr_data_single
82,0.4,0.22658954560756683,0.2808988690376282,0.3048780560493469,0.2923976480960846,0.8790000081062317,best,en-ja,test,89,supervised,train_multilingual_auth_demetr_data_single
78,0.5,0.21236053109169006,0.3333333432674408,0.2073170691728592,0.25563910603523254,0.9010000228881836,default,en-ja,test,2710,supervised,train_multilingual_auth_demetr_data_single
80,0.1,0.2575603127479553,0.2571428716182709,0.4390243887901306,0.3243243098258972,0.8500000238418579,extreme,en-ja,test,2710,supervised,train_multilingual_auth_demetr_data_single
100,0.51,0.37700608372688293,0.4533333480358124,0.4822694957256317,0.4673539400100708,0.8450000286102295,best,en-zh,dev,2710,supervised,train_multilingual_auth_demetr_data_single
99,0.5,0.37594813108444214,0.4430379867553711,0.4964539110660553,0.46822741627693176,0.8410000205039978,default,en-zh,dev,2710,supervised,train_multilingual_auth_demetr_data_single
101,0.1,0.3106171786785126,0.29573169350624084,0.6879432797431946,0.41364604234695435,0.7250000238418579,extreme,en-zh,dev,2710,supervised,train_multilingual_auth_demetr_data_single
115,0.5,0.26143646240234375,0.38064515590667725,0.3734177350997925,0.37699681520462036,0.8050000071525574,best,en-zh,test,107,supervised,train_multilingual_auth_demetr_data_single
111,0.5,0.2703186273574829,0.42500001192092896,0.32278481125831604,0.36690646409988403,0.8240000009536743,default,en-zh,test,89,supervised,train_multilingual_auth_demetr_data_single
116,0.1,0.300790011882782,0.2731092572212219,0.8227847814559937,0.41009464859962463,0.6259999871253967,extreme,en-zh,test,107,supervised,train_multilingual_auth_demetr_data_single
