,threshold,MCC,precision,recall,f1,accuracy,threshold_strategy,language_pair,split,seed,model_type,exp_group
1,0.49,0.4684402346611023,0.5753424763679504,0.5249999761581421,0.5490196347236633,0.8619999885559082,best,en-cs,dev,89,supervised,train_multilingual_auth_demetr_data_single
0,0.5,0.46584758162498474,0.5763888955116272,0.518750011920929,0.5460526347160339,0.8619999885559082,default,en-cs,dev,89,supervised,train_multilingual_auth_demetr_data_single
11,0.1,0.408255010843277,0.3924914598464966,0.71875,0.50772625207901,0.7770000100135803,extreme,en-cs,dev,928,supervised,train_multilingual_auth_demetr_data_single
16,0.49,0.4050214886665344,0.5620915293693542,0.45502644777297974,0.5029239654541016,0.8299999833106995,best,en-cs,test,89,supervised,train_multilingual_auth_demetr_data_single
27,0.5,0.4040798544883728,0.5827338099479675,0.4285714328289032,0.49390244483947754,0.8339999914169312,default,en-cs,test,42,supervised,train_multilingual_auth_demetr_data_single
20,0.1,0.4326242208480835,0.41144412755966187,0.7989417910575867,0.5431654453277588,0.7459999918937683,extreme,en-cs,test,2710,supervised,train_multilingual_auth_demetr_data_single
40,0.18,0.48255306482315063,0.5914633870124817,0.690391480922699,0.6371099948883057,0.7789999842643738,best,en-de,dev,42,supervised,train_multilingual_auth_demetr_data_single
30,0.5,0.4750811457633972,0.6866359710693359,0.5302491188049316,0.5983935594558716,0.800000011920929,default,en-de,dev,107,supervised,train_multilingual_auth_demetr_data_single
38,0.1,0.3975399136543274,0.4607645869255066,0.8149465918540955,0.5886889696121216,0.6800000071525574,extreme,en-de,dev,928,supervised,train_multilingual_auth_demetr_data_single
52,0.5,0.4618740379810333,0.6818181872367859,0.5208333134651184,0.5905511975288391,0.7919999957084656,best,en-de,test,928,supervised,train_multilingual_auth_demetr_data_single
45,0.5,0.45047882199287415,0.6824644804000854,0.5,0.5771543383598328,0.7889999747276306,default,en-de,test,107,supervised,train_multilingual_auth_demetr_data_single
53,0.1,0.46378958225250244,0.49221789836883545,0.8784722089767456,0.6309226751327515,0.7039999961853027,extreme,en-de,test,928,supervised,train_multilingual_auth_demetr_data_single
61,0.2,0.31394752860069275,0.3689320385456085,0.3958333432674408,0.3819095492362976,0.8769999742507935,best,en-ja,dev,107,supervised,train_multilingual_auth_demetr_data_single
60,0.5,0.3067295551300049,0.41333332657814026,0.3229166567325592,0.3625730872154236,0.890999972820282,default,en-ja,dev,107,supervised,train_multilingual_auth_demetr_data_single
65,0.1,0.2559284567832947,0.26875001192092896,0.4479166567325592,0.3359375,0.8299999833106995,extreme,en-ja,dev,928,supervised,train_multilingual_auth_demetr_data_single
85,0.51,0.17159447073936462,0.2916666567325592,0.17073170840740204,0.2153846174478531,0.8980000019073486,best,en-ja,test,928,supervised,train_multilingual_auth_demetr_data_single
84,0.5,0.17159447073936462,0.2916666567325592,0.17073170840740204,0.2153846174478531,0.8980000019073486,default,en-ja,test,928,supervised,train_multilingual_auth_demetr_data_single
83,0.1,0.23212265968322754,0.19502075016498566,0.5731707215309143,0.2910216748714447,0.7710000276565552,extreme,en-ja,test,89,supervised,train_multilingual_auth_demetr_data_single
94,0.5,0.3424634337425232,0.4071856141090393,0.4822694957256317,0.44155845046043396,0.828000009059906,best,en-zh,dev,928,supervised,train_multilingual_auth_demetr_data_single
93,0.5,0.3424634337425232,0.4071856141090393,0.4822694957256317,0.44155845046043396,0.828000009059906,default,en-zh,dev,928,supervised,train_multilingual_auth_demetr_data_single
92,0.1,0.28464534878730774,0.26861703395843506,0.716312050819397,0.39071565866470337,0.6850000023841858,extreme,en-zh,dev,89,supervised,train_multilingual_auth_demetr_data_single
118,0.5,0.24054177105426788,0.3636363744735718,0.3544303774833679,0.3589743673801422,0.800000011920929,best,en-zh,test,928,supervised,train_multilingual_auth_demetr_data_single
117,0.5,0.24054177105426788,0.3636363744735718,0.3544303774833679,0.3589743673801422,0.800000011920929,default,en-zh,test,928,supervised,train_multilingual_auth_demetr_data_single
119,0.1,0.2684653699398041,0.3154121935367584,0.5569620132446289,0.4027459919452667,0.7390000224113464,extreme,en-zh,test,928,supervised,train_multilingual_auth_demetr_data_single
