,threshold,MCC,precision,recall,f1,accuracy,threshold_strategy,language_pair,split,seed,model_type,exp_group
0,0.5,0.4379093647003174,0.508571445941925,0.5562499761581421,0.5313432812690735,0.8429999947547913,default,en-cs,dev,-,majority_ensemble,train_multilingual_auth_data_all
1,0.0,0.4541012644767761,0.5026177763938904,0.6000000238418579,0.5470085740089417,0.8410000205039978,best,en-cs,dev,-,majority_ensemble,train_multilingual_auth_data_all
2,0.1,0.4284219443798065,0.42635658383369446,0.6875,0.5263158082962036,0.8019999861717224,extreme,en-cs,dev,-,majority_ensemble,train_multilingual_auth_data_all
3,0.5,0.4781847596168518,0.5806451439857483,0.5714285969734192,0.5759999752044678,0.8410000205039978,default,en-cs,test,-,majority_ensemble,train_multilingual_auth_data_all
4,0.0,0.47186389565467834,0.5539215803146362,0.5978835821151733,0.5750635862350464,0.8330000042915344,best,en-cs,test,-,majority_ensemble,train_multilingual_auth_data_all
5,0.1,0.45870861411094666,0.4784172773361206,0.7037037014961243,0.5695931315422058,0.7990000247955322,extreme,en-cs,test,-,majority_ensemble,train_multilingual_auth_data_all
6,0.5,0.4615594446659088,0.6553191542625427,0.5480427145957947,0.5968992114067078,0.7919999957084656,default,en-de,dev,-,majority_ensemble,train_multilingual_auth_data_all
7,0.0,0.4706741273403168,0.6088435649871826,0.6370106935501099,0.6226087212562561,0.7829999923706055,best,en-de,dev,-,majority_ensemble,train_multilingual_auth_data_all
8,0.1,0.46101877093315125,0.5710059404373169,0.6868327260017395,0.6235864162445068,0.7670000195503235,extreme,en-de,dev,-,majority_ensemble,train_multilingual_auth_data_all
9,0.5,0.4841631054878235,0.6627451181411743,0.5868055820465088,0.6224677562713623,0.7950000166893005,default,en-de,test,-,majority_ensemble,train_multilingual_auth_data_all
10,0.0,0.5270167589187622,0.6327160596847534,0.7118055820465088,0.6699346303939819,0.7979999780654907,best,en-de,test,-,majority_ensemble,train_multilingual_auth_data_all
11,0.1,0.5220920443534851,0.5978260636329651,0.7638888955116272,0.6707317233085632,0.7839999794960022,extreme,en-de,test,-,majority_ensemble,train_multilingual_auth_data_all
12,0.5,0.2953714430332184,0.3362068831920624,0.40625,0.3679245412349701,0.8659999966621399,default,en-ja,dev,-,majority_ensemble,train_multilingual_auth_data_all
13,0.0,0.30531805753707886,0.25738397240638733,0.6354166865348816,0.36636635661125183,0.7889999747276306,best,en-ja,dev,-,majority_ensemble,train_multilingual_auth_data_all
14,0.1,0.2873189449310303,0.25,0.6041666865348816,0.353658527135849,0.7879999876022339,extreme,en-ja,dev,-,majority_ensemble,train_multilingual_auth_data_all
15,0.5,0.25228574872016907,0.2830188572406769,0.3658536672592163,0.3191489279270172,0.871999979019165,default,en-ja,test,-,majority_ensemble,train_multilingual_auth_data_all
16,0.0,0.27181804180145264,0.22535210847854614,0.5853658318519592,0.3254237174987793,0.8009999990463257,best,en-ja,test,-,majority_ensemble,train_multilingual_auth_data_all
17,0.1,0.275433748960495,0.22857142984867096,0.5853658318519592,0.3287671208381653,0.8040000200271606,extreme,en-ja,test,-,majority_ensemble,train_multilingual_auth_data_all
18,0.5,0.35415107011795044,0.42236024141311646,0.4822694957256317,0.4503311216831207,0.8339999914169312,default,en-zh,dev,-,majority_ensemble,train_multilingual_auth_data_all
19,0.0,0.3687887191772461,0.46043166518211365,0.45390069484710693,0.4571428596973419,0.8479999899864197,best,en-zh,dev,-,majority_ensemble,train_multilingual_auth_data_all
20,0.1,0.3309687077999115,0.3261648714542389,0.6453900933265686,0.4333333373069763,0.7620000243186951,extreme,en-zh,dev,-,majority_ensemble,train_multilingual_auth_data_all
21,0.5,0.30027294158935547,0.4000000059604645,0.4303797483444214,0.4146341383457184,0.8080000281333923,default,en-zh,test,-,majority_ensemble,train_multilingual_auth_data_all
22,0.0,0.28247129917144775,0.42105263471603394,0.3544303774833679,0.3848797380924225,0.8209999799728394,best,en-zh,test,-,majority_ensemble,train_multilingual_auth_data_all
23,0.1,0.34658724069595337,0.36071428656578064,0.6392405033111572,0.4611872136592865,0.7639999985694885,extreme,en-zh,test,-,majority_ensemble,train_multilingual_auth_data_all
