,threshold,MCC,precision,recall,f1,accuracy,threshold_strategy,language_pair,split,seed,model_type,exp_group
13,0.56,0.4316602647304535,0.518750011920929,0.5253164768218994,0.5220125913619995,0.8479999899864197,best,en-cs,dev,42,supervised,train_multilingual_auth_data_all
12,0.5,0.41972485184669495,0.53125,0.5,0.5151515007019043,0.8399999737739563,default,en-cs,dev,42,supervised,train_multilingual_auth_data_all
14,0.1,0.3998611867427826,0.637499988079071,0.41803279519081116,0.5049505233764648,0.800000011920929,extreme,en-cs,dev,42,supervised,train_multilingual_auth_data_all
25,0.36999999999999994,0.45657533407211304,0.6455026268959045,0.5062240958213806,0.5674418807029724,0.8140000104904175,best,en-cs,test,89,supervised,train_multilingual_auth_data_all
15,0.5,0.47162044048309326,0.5661375522613525,0.5752688050270081,0.5706666707992554,0.8389999866485596,default,en-cs,test,928,supervised,train_multilingual_auth_data_all
26,0.1,0.4420533776283264,0.761904776096344,0.4350453317165375,0.5538461804389954,0.7680000066757202,extreme,en-cs,test,89,supervised,train_multilingual_auth_data_all
37,0.51,0.4587869644165039,0.5373665690422058,0.6593886613845825,0.5921568870544434,0.7919999957084656,best,en-de,dev,107,supervised,train_multilingual_auth_data_all
33,0.5,0.4549538791179657,0.5622775554656982,0.6370967626571655,0.5973535180091858,0.7870000004768372,default,en-de,dev,89,supervised,train_multilingual_auth_data_all
35,0.1,0.42532122135162354,0.7580071091651917,0.5047393441200256,0.6059743762016296,0.7229999899864197,extreme,en-de,dev,89,supervised,train_multilingual_auth_data_all
55,0.51,0.47551605105400085,0.5694444179534912,0.6639676094055176,0.6130841374397278,0.7929999828338623,best,en-de,test,107,supervised,train_multilingual_auth_data_all
54,0.5,0.48028063774108887,0.5798611044883728,0.6626983880996704,0.6185185313224792,0.7940000295639038,default,en-de,test,107,supervised,train_multilingual_auth_data_all
53,0.1,0.5035514831542969,0.7534722089767456,0.5849056839942932,0.658573567867279,0.7749999761581421,extreme,en-de,test,2710,supervised,train_multilingual_auth_data_all
70,0.09,0.2929401099681854,0.6145833134651184,0.252136766910553,0.35757574439048767,0.7879999876022339,best,en-ja,dev,2710,supervised,train_multilingual_auth_data_all
69,0.5,0.2874038815498352,0.3645833432674408,0.3499999940395355,0.3571428656578064,0.8740000128746033,default,en-ja,dev,2710,supervised,train_multilingual_auth_data_all
68,0.1,0.28137725591659546,0.5729166865348816,0.2534562349319458,0.35143768787384033,0.796999990940094,extreme,en-ja,dev,42,supervised,train_multilingual_auth_data_all
76,0.10999999999999999,0.24172848463058472,0.6219512224197388,0.1924528330564499,0.29394811391830444,0.7549999952316284,best,en-ja,test,89,supervised,train_multilingual_auth_data_all
87,0.5,0.22669559717178345,0.3414634168148041,0.2616822421550751,0.29629629850387573,0.8669999837875366,default,en-ja,test,42,supervised,train_multilingual_auth_data_all
77,0.1,0.23316338658332825,0.6219512224197388,0.18613138794898987,0.28651684522628784,0.7459999918937683,extreme,en-ja,test,89,supervised,train_multilingual_auth_data_all
100,0.54,0.3563784658908844,0.4751773178577423,0.4294871687889099,0.4511784613132477,0.8370000123977661,best,en-zh,dev,42,supervised,train_multilingual_auth_data_all
93,0.5,0.3391053378582001,0.4964539110660553,0.395480215549469,0.44025155901908875,0.8220000267028809,default,en-zh,dev,89,supervised,train_multilingual_auth_data_all
92,0.1,0.31415483355522156,0.588652491569519,0.329365074634552,0.4223918616771698,0.7730000019073486,extreme,en-zh,dev,928,supervised,train_multilingual_auth_data_all
115,0.61,0.2755996286869049,0.3607594966888428,0.40714284777641296,0.38255032896995544,0.8159999847412109,best,en-zh,test,928,supervised,train_multilingual_auth_data_all
111,0.5,0.28978100419044495,0.3987341821193695,0.4038461446762085,0.4012738764286041,0.8119999766349792,default,en-zh,test,2710,supervised,train_multilingual_auth_data_all
110,0.1,0.3157070279121399,0.594936728477478,0.3468634784221649,0.43822842836380005,0.7590000033378601,extreme,en-zh,test,42,supervised,train_multilingual_auth_data_all
