,threshold,MCC,precision,recall,f1,accuracy,threshold_strategy,language_pair,split,seed,model_type,exp_group
13,0.54,0.4869464039802551,0.612500011920929,0.5384615659713745,0.5730994343757629,0.8539999723434448,best,en-cs,dev,42,supervised,second_step_base_demetr_data
3,0.5,0.48098239302635193,0.59375,0.5428571701049805,0.5671641826629639,0.8550000190734863,default,en-cs,dev,107,supervised,second_step_base_demetr_data
11,0.1,0.4290906488895416,0.643750011920929,0.447826087474823,0.528205156326294,0.8159999847412109,extreme,en-cs,dev,2710,supervised,second_step_base_demetr_data
25,0.54,0.507897675037384,0.6190476417541504,0.5879396796226501,0.6030927896499634,0.8460000157356262,best,en-cs,test,42,supervised,second_step_base_demetr_data
24,0.5,0.499349445104599,0.6243386268615723,0.5728155374526978,0.597468376159668,0.8410000205039978,default,en-cs,test,42,supervised,second_step_base_demetr_data
17,0.1,0.47076675295829773,0.6984127163887024,0.49438202381134033,0.5789473652839661,0.8080000281333923,extreme,en-cs,test,2710,supervised,second_step_base_demetr_data
43,0.5,0.5195613503456116,0.5658363103866577,0.7194570302963257,0.6334661245346069,0.8159999847412109,best,en-de,dev,928,supervised,second_step_base_demetr_data
42,0.5,0.5195613503456116,0.5658363103866577,0.7194570302963257,0.6334661245346069,0.8159999847412109,default,en-de,dev,928,supervised,second_step_base_demetr_data
32,0.1,0.46866169571876526,0.7295373678207397,0.5570651888847351,0.6317411661148071,0.7609999775886536,extreme,en-de,dev,89,supervised,second_step_base_demetr_data
55,0.5,0.48750659823417664,0.5555555820465088,0.6896551847457886,0.6153846383094788,0.800000011920929,best,en-de,test,42,supervised,second_step_base_demetr_data
54,0.5,0.48750659823417664,0.5555555820465088,0.6896551847457886,0.6153846383094788,0.800000011920929,default,en-de,test,42,supervised,second_step_base_demetr_data
56,0.1,0.516239583492279,0.7847222089767456,0.5809768438339233,0.6676514148712158,0.7749999761581421,extreme,en-de,test,42,supervised,second_step_base_demetr_data
67,0.63,0.3556942343711853,0.41134750843048096,0.47154471278190613,0.43939393758773804,0.8519999980926514,best,en-zh,dev,2710,supervised,second_step_base_demetr_data
66,0.5,0.34556344151496887,0.43971630930900574,0.43661972880363464,0.43816253542900085,0.8410000205039978,default,en-zh,dev,2710,supervised,second_step_base_demetr_data
65,0.1,0.3048764169216156,0.716312050819397,0.283707857131958,0.4064386188983917,0.7049999833106995,extreme,en-zh,dev,928,supervised,second_step_base_demetr_data
79,0.59,0.26632362604141235,0.3417721390724182,0.4060150384902954,0.3711340129375458,0.8169999718666077,best,en-zh,test,42,supervised,second_step_base_demetr_data
78,0.5,0.2755996286869049,0.3607594966888428,0.40714284777641296,0.38255032896995544,0.8159999847412109,default,en-zh,test,42,supervised,second_step_base_demetr_data
89,0.1,0.31374290585517883,0.7088607549667358,0.31024929881095886,0.4315992295742035,0.7049999833106995,extreme,en-zh,test,107,supervised,second_step_base_demetr_data
