,threshold,MCC,precision,recall,f1,accuracy,threshold_strategy,language_pair,split,seed,model_type,exp_group
7,0.58,0.4755471646785736,0.581250011920929,0.5438596606254578,0.5619335174560547,0.8550000190734863,best,en-cs,dev,89,supervised,second_step_base_demetr_data
0,0.5,0.47209832072257996,0.612500011920929,0.5185185074806213,0.5616045594215393,0.847000002861023,default,en-cs,dev,928,supervised,second_step_base_demetr_data
2,0.1,0.4183901250362396,0.7250000238418579,0.4000000059604645,0.5155555605888367,0.7820000052452087,extreme,en-cs,dev,928,supervised,second_step_base_demetr_data
22,0.49,0.48158472776412964,0.6349206566810608,0.5429864525794983,0.5853658318519592,0.8299999833106995,best,en-cs,test,928,supervised,second_step_base_demetr_data
21,0.5,0.4773678779602051,0.6296296119689941,0.5409091114997864,0.5819070935249329,0.8289999961853027,default,en-cs,test,928,supervised,second_step_base_demetr_data
23,0.1,0.44611606001853943,0.7671957612037659,0.4367469847202301,0.5566219091415405,0.7689999938011169,extreme,en-cs,test,928,supervised,second_step_base_demetr_data
31,0.55,0.5081446766853333,0.5551601648330688,0.7123287916183472,0.6240000128746033,0.8119999766349792,best,en-de,dev,89,supervised,second_step_base_demetr_data
30,0.5,0.5051849484443665,0.5836299061775208,0.6861924529075623,0.6307692527770996,0.8080000281333923,default,en-de,dev,89,supervised,second_step_base_demetr_data
35,0.1,0.45174023509025574,0.7330960631370544,0.5392670035362244,0.6214178204536438,0.7490000128746033,extreme,en-de,dev,107,supervised,second_step_base_demetr_data
49,0.55,0.4580780267715454,0.5138888955116272,0.6820276379585266,0.5861386060714722,0.7910000085830688,best,en-de,test,89,supervised,second_step_base_demetr_data
48,0.5,0.4770433008670807,0.5486111044883728,0.681034505367279,0.607692301273346,0.7960000038146973,default,en-de,test,89,supervised,second_step_base_demetr_data
59,0.1,0.4874687194824219,0.78125,0.5555555820465088,0.649350643157959,0.7570000290870667,extreme,en-de,test,107,supervised,second_step_base_demetr_data
73,0.8200000000000001,0.33901169896125793,0.3758865296840668,0.4732142984867096,0.41897234320640564,0.8529999852180481,best,en-zh,dev,89,supervised,second_step_base_demetr_data
63,0.5,0.32890790700912476,0.5531914830207825,0.35779815912246704,0.43454039096832275,0.796999990940094,default,en-zh,dev,928,supervised,second_step_base_demetr_data
62,0.1,0.287662535905838,0.7092198729515076,0.2724795639514923,0.3937007784843445,0.6919999718666077,extreme,en-zh,dev,107,supervised,second_step_base_demetr_data
85,0.63,0.2363160252571106,0.3037974536418915,0.3870967626571655,0.3404255211353302,0.8140000104904175,best,en-zh,test,2710,supervised,second_step_base_demetr_data
84,0.5,0.25000154972076416,0.33544304966926575,0.38686132431030273,0.35932204127311707,0.8109999895095825,default,en-zh,test,2710,supervised,second_step_base_demetr_data
77,0.1,0.26066964864730835,0.44936707615852356,0.3446601927280426,0.3901098966598511,0.777999997138977,extreme,en-zh,test,89,supervised,second_step_base_demetr_data
