,threshold,MCC,precision,recall,f1,accuracy,threshold_strategy,language_pair,split,seed,model_type,exp_group
0,0.5,0.47837746143341064,0.612500011920929,0.5268816947937012,0.5664739608764648,0.8500000238418579,default,en-cs,dev,-,majority_ensemble,second_step_base_demetr_data
1,0.0,0.4869464039802551,0.612500011920929,0.5384615659713745,0.5730994343757629,0.8539999723434448,best,en-cs,dev,-,majority_ensemble,second_step_base_demetr_data
2,0.1,0.42681190371513367,0.6812499761581421,0.4274509847164154,0.5253012180328369,0.8029999732971191,extreme,en-cs,dev,-,majority_ensemble,second_step_base_demetr_data
3,0.5,0.49721795320510864,0.6190476417541504,0.5735294222831726,0.5954198241233826,0.8410000205039978,default,en-cs,test,-,majority_ensemble,second_step_base_demetr_data
4,0.0,0.4908433258533478,0.60317462682724,0.5757575631141663,0.5891472697257996,0.8410000205039978,best,en-cs,test,-,majority_ensemble,second_step_base_demetr_data
5,0.1,0.4539571702480316,0.7407407164573669,0.4560260474681854,0.5645161271095276,0.7839999794960022,extreme,en-cs,test,-,majority_ensemble,second_step_base_demetr_data
6,0.5,0.5208348631858826,0.5943060517311096,0.6987447738647461,0.642307698726654,0.8140000104904175,default,en-de,dev,-,majority_ensemble,second_step_base_demetr_data
7,0.0,0.5252821445465088,0.5943060517311096,0.7046413421630859,0.6447876691818237,0.8159999847412109,best,en-de,dev,-,majority_ensemble,second_step_base_demetr_data
8,0.1,0.4548221528530121,0.7188612222671509,0.5489130616188049,0.6224961280822754,0.7549999952316284,extreme,en-de,dev,-,majority_ensemble,second_step_base_demetr_data
9,0.5,0.4868226945400238,0.5625,0.6835442781448364,0.6171428561210632,0.7990000247955322,default,en-de,test,-,majority_ensemble,second_step_base_demetr_data
10,0.0,0.48750659823417664,0.5555555820465088,0.6896551847457886,0.6153846383094788,0.800000011920929,best,en-de,test,-,majority_ensemble,second_step_base_demetr_data
11,0.1,0.5041916370391846,0.7743055820465088,0.5747422575950623,0.6597633361816406,0.7699999809265137,extreme,en-de,test,-,majority_ensemble,second_step_base_demetr_data
12,0.5,0.3385421931743622,0.4609929025173187,0.41401273012161255,0.43624159693717957,0.8320000171661377,default,en-zh,dev,-,majority_ensemble,second_step_base_demetr_data
13,0.0,0.3619482219219208,0.41843971610069275,0.47580644488334656,0.44528302550315857,0.8529999852180481,best,en-zh,dev,-,majority_ensemble,second_step_base_demetr_data
14,0.1,0.2960243225097656,0.5106382966041565,0.3396226465702057,0.40793201327323914,0.7910000085830688,extreme,en-zh,dev,-,majority_ensemble,second_step_base_demetr_data
15,0.5,0.2558405101299286,0.3734177350997925,0.3734177350997925,0.3734177350997925,0.8019999861717224,default,en-zh,test,-,majority_ensemble,second_step_base_demetr_data
16,0.0,0.25121060013771057,0.31012657284736633,0.40495866537094116,0.35125449299812317,0.8190000057220459,best,en-zh,test,-,majority_ensemble,second_step_base_demetr_data
17,0.1,0.2747673988342285,0.4683544337749481,0.3523809611797333,0.4021739065647125,0.7799999713897705,extreme,en-zh,test,-,majority_ensemble,second_step_base_demetr_data
