,threshold,MCC,precision,recall,f1,accuracy,threshold_strategy,language_pair,split,seed,model_type,exp_group
0,0.5,0.4734734296798706,0.5243242979049683,0.606249988079071,0.5623188614845276,0.8489999771118164,default,en-cs,dev,-,majority_ensemble,train_multilingual_auth_data_single
1,0.0,0.48098239302635193,0.5428571701049805,0.59375,0.5671641826629639,0.8550000190734863,best,en-cs,dev,-,majority_ensemble,train_multilingual_auth_data_single
2,0.1,0.4067065715789795,0.38141027092933655,0.7437499761581421,0.5042372941970825,0.765999972820282,extreme,en-cs,dev,-,majority_ensemble,train_multilingual_auth_data_single
3,0.5,0.4717191755771637,0.5572139024734497,0.5925925970077515,0.5743589997291565,0.8339999914169312,default,en-cs,test,-,majority_ensemble,train_multilingual_auth_data_single
4,0.0,0.4758460223674774,0.5699481964111328,0.5820105671882629,0.5759162306785583,0.8379999995231628,best,en-cs,test,-,majority_ensemble,train_multilingual_auth_data_single
5,0.1,0.4596591889858246,0.4364161789417267,0.7989417910575867,0.5644859671592712,0.7670000195503235,extreme,en-cs,test,-,majority_ensemble,train_multilingual_auth_data_single
6,0.5,0.46395960450172424,0.6033898591995239,0.6334519386291504,0.6180555820465088,0.7799999713897705,default,en-de,dev,-,majority_ensemble,train_multilingual_auth_data_single
7,0.0,0.47980797290802,0.6065573692321777,0.6583629846572876,0.6313993334770203,0.7839999794960022,best,en-de,dev,-,majority_ensemble,train_multilingual_auth_data_single
8,0.1,0.3873237073421478,0.44961240887641907,0.8256227970123291,0.5821831822395325,0.6669999957084656,extreme,en-de,dev,-,majority_ensemble,train_multilingual_auth_data_single
9,0.5,0.5028342604637146,0.6206896305084229,0.6875,0.6523888111114502,0.7889999747276306,default,en-de,test,-,majority_ensemble,train_multilingual_auth_data_single
10,0.0,0.5148804187774658,0.6135693192481995,0.7222222089767456,0.6634768843650818,0.7889999747276306,best,en-de,test,-,majority_ensemble,train_multilingual_auth_data_single
11,0.1,0.44723907113075256,0.4741697311401367,0.8923611044883728,0.6192771196365356,0.6840000152587891,extreme,en-de,test,-,majority_ensemble,train_multilingual_auth_data_single
12,0.5,0.3264586925506592,0.37383177876472473,0.4166666567325592,0.39408865571022034,0.8769999742507935,default,en-ja,dev,-,majority_ensemble,train_multilingual_auth_data_single
13,0.0,0.3294280469417572,0.365217387676239,0.4375,0.3981042802333832,0.8730000257492065,best,en-ja,dev,-,majority_ensemble,train_multilingual_auth_data_single
14,0.1,0.2878296375274658,0.2840236723423004,0.5,0.36226415634155273,0.8309999704360962,extreme,en-ja,dev,-,majority_ensemble,train_multilingual_auth_data_single
15,0.5,0.19490905106067657,0.25,0.2804878056049347,0.26436781883239746,0.871999979019165,default,en-ja,test,-,majority_ensemble,train_multilingual_auth_data_single
16,0.0,0.2041078805923462,0.25,0.3048780560493469,0.2747252881526947,0.8679999709129333,best,en-ja,test,-,majority_ensemble,train_multilingual_auth_data_single
17,0.1,0.2702452540397644,0.2531645596027374,0.4878048896789551,0.3333333432674408,0.8399999737739563,extreme,en-ja,test,-,majority_ensemble,train_multilingual_auth_data_single
18,0.5,0.40565046668052673,0.4529411792755127,0.5460993051528931,0.49517685174942017,0.8429999947547913,default,en-zh,dev,-,majority_ensemble,train_multilingual_auth_data_single
19,0.0,0.4097345173358917,0.4583333432674408,0.5460993051528931,0.4983818829059601,0.8450000286102295,best,en-zh,dev,-,majority_ensemble,train_multilingual_auth_data_single
20,0.1,0.3195282518863678,0.29909366369247437,0.7021276354789734,0.4194915294647217,0.7260000109672546,extreme,en-zh,dev,-,majority_ensemble,train_multilingual_auth_data_single
21,0.5,0.2911418080329895,0.39181286096572876,0.42405062913894653,0.4072948396205902,0.8050000071525574,default,en-zh,test,-,majority_ensemble,train_multilingual_auth_data_single
22,0.0,0.30027294158935547,0.4000000059604645,0.4303797483444214,0.4146341383457184,0.8080000281333923,best,en-zh,test,-,majority_ensemble,train_multilingual_auth_data_single
23,0.1,0.3326703906059265,0.32743361592292786,0.702531635761261,0.44668006896972656,0.7250000238418579,extreme,en-zh,test,-,majority_ensemble,train_multilingual_auth_data_single
