,threshold,MCC,precision,recall,f1,accuracy,threshold_strategy,language_pair,split,seed,model_type,exp_group
4,0.5199999999999999,0.4728654623031616,0.6187499761581421,0.515625,0.5625,0.8460000157356262,best,en-cs,dev,42,supervised,train_multilingual_auth_data_single
3,0.5,0.46466562151908875,0.6312500238418579,0.49753695726394653,0.5564738512039185,0.8389999866485596,default,en-cs,dev,42,supervised,train_multilingual_auth_data_single
8,0.1,0.39810365438461304,0.7562500238418579,0.36890244483947754,0.4959016442298889,0.7540000081062317,extreme,en-cs,dev,89,supervised,train_multilingual_auth_data_single
28,0.48999999999999994,0.4696424901485443,0.5925925970077515,0.5544554591178894,0.572890043258667,0.8330000042915344,best,en-cs,test,107,supervised,train_multilingual_auth_data_single
27,0.5,0.4695121645927429,0.5873016119003296,0.5577889680862427,0.5721649527549744,0.8339999914169312,default,en-cs,test,107,supervised,train_multilingual_auth_data_single
26,0.1,0.4445839822292328,0.8306878209114075,0.40992167592048645,0.5489510297775269,0.7419999837875366,extreme,en-cs,test,42,supervised,train_multilingual_auth_data_single
37,0.48999999999999994,0.47251665592193604,0.6370106935501099,0.6109215021133423,0.6236934065818787,0.7839999794960022,best,en-de,dev,2710,supervised,train_multilingual_auth_data_single
39,0.5,0.45726099610328674,0.6298932433128357,0.5979729890823364,0.6135181784629822,0.7770000100135803,default,en-de,dev,89,supervised,train_multilingual_auth_data_single
41,0.1,0.36927086114883423,0.836298942565918,0.43357932567596436,0.5710813999176025,0.6470000147819519,extreme,en-de,dev,89,supervised,train_multilingual_auth_data_single
52,0.4700000000000001,0.5059689283370972,0.7256944179534912,0.6023054718971252,0.6582677364349365,0.7829999923706055,best,en-de,test,928,supervised,train_multilingual_auth_data_single
51,0.5,0.5028647780418396,0.6979166865348816,0.6146789193153381,0.6536585092544556,0.7870000004768372,default,en-de,test,928,supervised,train_multilingual_auth_data_single
53,0.1,0.4302884638309479,0.8958333134651184,0.46071428060531616,0.6084905862808228,0.6679999828338623,extreme,en-de,test,928,supervised,train_multilingual_auth_data_single
64,0.51,0.32172125577926636,0.4166666567325592,0.3669724762439728,0.39024388790130615,0.875,best,en-ja,dev,2710,supervised,train_multilingual_auth_data_single
63,0.5,0.3170933425426483,0.4166666567325592,0.36036035418510437,0.3864734172821045,0.8730000257492065,default,en-ja,dev,2710,supervised,train_multilingual_auth_data_single
65,0.1,0.28319674730300903,0.5104166865348816,0.2752808928489685,0.35766422748565674,0.8240000009536743,extreme,en-ja,dev,2710,supervised,train_multilingual_auth_data_single
76,0.51,0.2060229629278183,0.3048780560493469,0.2525252401828766,0.27624309062957764,0.8690000176429749,best,en-ja,test,2710,supervised,train_multilingual_auth_data_single
78,0.5,0.20098909735679626,0.2804878056049347,0.2584269642829895,0.26900583505630493,0.875,default,en-ja,test,107,supervised,train_multilingual_auth_data_single
86,0.1,0.19635073840618134,0.24390244483947754,0.27397260069847107,0.25806450843811035,0.8849999904632568,extreme,en-ja,test,42,supervised,train_multilingual_auth_data_single
103,0.49999999999999994,0.38236913084983826,0.5390070676803589,0.42696627974510193,0.47648903727531433,0.8330000042915344,best,en-zh,dev,89,supervised,train_multilingual_auth_data_single
90,0.5,0.3787826597690582,0.5248227119445801,0.43023255467414856,0.4728434383869171,0.8349999785423279,default,en-zh,dev,42,supervised,train_multilingual_auth_data_single
104,0.1,0.2920551598072052,0.758865237236023,0.26419752836227417,0.3919413983821869,0.6679999828338623,extreme,en-zh,dev,89,supervised,train_multilingual_auth_data_single
109,0.51,0.29305949807167053,0.4177215099334717,0.39759036898612976,0.40740740299224854,0.8080000281333923,best,en-zh,test,107,supervised,train_multilingual_auth_data_single
108,0.5,0.2875027358531952,0.4177215099334717,0.39053255319595337,0.40366971492767334,0.8050000071525574,default,en-zh,test,107,supervised,train_multilingual_auth_data_single
107,0.1,0.31796830892562866,0.7721518874168396,0.2968369722366333,0.42882248759269714,0.675000011920929,extreme,en-zh,test,89,supervised,train_multilingual_auth_data_single
