,threshold,MCC,precision,recall,f1,accuracy,threshold_strategy,language_pair,split,seed,model_type,exp_group
0,0.5,0.48816123604774475,0.6000000238418579,0.5485714077949524,0.5731343030929565,0.8569999933242798,default,en-cs,dev,-,majority_ensemble,second_step_base_demetr_auth_data
1,0.0,0.49700266122817993,0.59375,0.5654761791229248,0.5792682766914368,0.8619999885559082,best,en-cs,dev,-,majority_ensemble,second_step_base_demetr_auth_data
2,0.1,0.4093119502067566,0.7437499761581421,0.3838709592819214,0.5063830018043518,0.7680000066757202,extreme,en-cs,dev,-,majority_ensemble,second_step_base_demetr_auth_data
3,0.5,0.4717191755771637,0.5925925970077515,0.5572139024734497,0.5743589997291565,0.8339999914169312,default,en-cs,test,-,majority_ensemble,second_step_base_demetr_auth_data
4,0.0,0.4849478602409363,0.5714285969734192,0.5901639461517334,0.5806451439857483,0.843999981880188,best,en-cs,test,-,majority_ensemble,second_step_base_demetr_auth_data
5,0.1,0.41765445470809937,0.7777777910232544,0.4060773551464081,0.5335752964019775,0.7429999709129333,extreme,en-cs,test,-,majority_ensemble,second_step_base_demetr_auth_data
6,0.5,0.5011441707611084,0.5658363103866577,0.6943231225013733,0.6235294342041016,0.8080000281333923,default,en-de,dev,-,majority_ensemble,second_step_base_demetr_auth_data
7,0.0,0.5026456117630005,0.5622775554656982,0.6991150379180908,0.6232741475105286,0.8090000152587891,best,en-de,dev,-,majority_ensemble,second_step_base_demetr_auth_data
8,0.1,0.4236106276512146,0.7330960631370544,0.5137156844139099,0.6041055917739868,0.7300000190734863,extreme,en-de,dev,-,majority_ensemble,second_step_base_demetr_auth_data
9,0.5,0.5142316818237305,0.5868055820465088,0.7012448310852051,0.6389414072036743,0.8090000152587891,default,en-de,test,-,majority_ensemble,second_step_base_demetr_auth_data
10,0.0,0.5142316818237305,0.5868055820465088,0.7012448310852051,0.6389414072036743,0.8090000152587891,best,en-de,test,-,majority_ensemble,second_step_base_demetr_auth_data
11,0.1,0.47092726826667786,0.8194444179534912,0.5232815742492676,0.6387009620666504,0.7329999804496765,extreme,en-de,test,-,majority_ensemble,second_step_base_demetr_auth_data
12,0.5,0.3793848156929016,0.43262410163879395,0.49193549156188965,0.46037736535072327,0.8569999933242798,default,en-zh,dev,-,majority_ensemble,second_step_base_demetr_auth_data
13,0.0,0.38713008165359497,0.43262410163879395,0.5041322112083435,0.4656488597393036,0.8600000143051147,best,en-zh,dev,-,majority_ensemble,second_step_base_demetr_auth_data
14,0.1,0.33657020330429077,0.4680851101875305,0.40740740299224854,0.4356435537338257,0.8289999961853027,extreme,en-zh,dev,-,majority_ensemble,second_step_base_demetr_auth_data
15,0.5,0.23224379122257233,0.297468364238739,0.3852458894252777,0.33571428060531616,0.8140000104904175,default,en-zh,test,-,majority_ensemble,second_step_base_demetr_auth_data
16,0.0,0.24322055280208588,0.297468364238739,0.4017094075679779,0.3418181836605072,0.8190000057220459,best,en-zh,test,-,majority_ensemble,second_step_base_demetr_auth_data
17,0.1,0.2524014711380005,0.37974682450294495,0.3658536672592163,0.3726707994937897,0.7979999780654907,extreme,en-zh,test,-,majority_ensemble,second_step_base_demetr_auth_data
