,threshold,MCC,precision,recall,f1,accuracy,threshold_strategy,language_pair,split,seed,model_type,exp_group
13,0.61,0.4916169047355652,0.5714285969734192,0.574999988079071,0.573208749294281,0.8629999756813049,best,en-cs,dev,107,supervised,second_step_base_demetr_auth_data
0,0.5,0.4836978316307068,0.5423728823661804,0.6000000238418579,0.5697329640388489,0.8550000190734863,default,en-cs,dev,928,supervised,second_step_base_demetr_auth_data
11,0.1,0.39601874351501465,0.3692307770252228,0.75,0.49484536051750183,0.7549999952316284,extreme,en-cs,dev,42,supervised,second_step_base_demetr_auth_data
16,0.56,0.46757790446281433,0.5517241358757019,0.5925925970077515,0.5714285969734192,0.8320000171661377,best,en-cs,test,2710,supervised,second_step_base_demetr_auth_data
15,0.5,0.46660885214805603,0.5370370149612427,0.6137565970420837,0.5728394985198975,0.8270000219345093,default,en-cs,test,2710,supervised,second_step_base_demetr_auth_data
26,0.1,0.40702468156814575,0.4005524814128876,0.7671957612037659,0.5263158082962036,0.7390000224113464,extreme,en-cs,test,107,supervised,second_step_base_demetr_auth_data
37,0.5,0.4973858594894409,0.7031963467597961,0.5480427145957947,0.6159999966621399,0.8080000281333923,best,en-de,dev,42,supervised,second_step_base_demetr_auth_data
30,0.5,0.49616721272468567,0.6693548560142517,0.5907473564147949,0.6275992393493652,0.8029999732971191,default,en-de,dev,107,supervised,second_step_base_demetr_auth_data
32,0.1,0.3994824290275574,0.46092185378074646,0.8185053467750549,0.5897436141967773,0.6800000071525574,extreme,en-de,dev,107,supervised,second_step_base_demetr_auth_data
58,0.5,0.4951819181442261,0.7053571343421936,0.5486111044883728,0.6171875,0.8040000200271606,best,en-de,test,42,supervised,second_step_base_demetr_auth_data
57,0.5,0.4951819181442261,0.7053571343421936,0.5486111044883728,0.6171875,0.8040000200271606,default,en-de,test,42,supervised,second_step_base_demetr_auth_data
47,0.1,0.41799265146255493,0.46768060326576233,0.8541666865348816,0.6044226288795471,0.6779999732971191,extreme,en-de,test,107,supervised,second_step_base_demetr_auth_data
73,0.52,0.3768550157546997,0.4880000054836273,0.43262410163879395,0.45864662528038025,0.8560000061988831,best,en-zh,dev,2710,supervised,second_step_base_demetr_auth_data
72,0.5,0.3694145679473877,0.4765625,0.43262410163879395,0.4535315930843353,0.8529999852180481,default,en-zh,dev,2710,supervised,second_step_base_demetr_auth_data
74,0.1,0.3142833411693573,0.37931033968925476,0.4680851101875305,0.41904762387275696,0.8169999718666077,extreme,en-zh,dev,2710,supervised,second_step_base_demetr_auth_data
85,0.66,0.22909948229789734,0.39814814925193787,0.2721518874168396,0.3233082592487335,0.8199999928474426,best,en-zh,test,928,supervised,second_step_base_demetr_auth_data
84,0.5,0.24062079191207886,0.39344263076782227,0.3037974536418915,0.34285715222358704,0.8159999847412109,default,en-zh,test,928,supervised,second_step_base_demetr_auth_data
77,0.1,0.23150907456874847,0.3522012531757355,0.3544303774833679,0.35331231355667114,0.7950000166893005,extreme,en-zh,test,42,supervised,second_step_base_demetr_auth_data
